zona,atraccion,tiempo_espera,abierta,ultima_actualizacion,fecha,hora,dia_semana,timestamp,mes,fin_de_semana,temperatura,humedad,sensacion_termica,codigo_clima,festivo
Cartoon Village,Correcaminos Bip Bip,5,True,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Emergencias Pato Lucas,0,False,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Escuela de Conducción Yabba-Dabba-Doo,0,False,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Cartoon Village,He Visto un Lindo Gatito,0,False,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Cartoon Village,La Aventura de Scooby-Doo,5,True,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Cartoon Village,La Captura de Gossamer,5,True,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Looney Tunes Correo Aéreo,5,True,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Marvin el Marciano Cohetes Espaciales,0,False,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Pato Lucas Coches Locos,0,False,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Piolín y Silvestre Paseo en Autobús,0,False,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Rápidos ACME,0,False,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Scooby-Doo's Tea Party Mistery,0,False,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Tom & Jerry Picnic en el Parque,5,True,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Wile E. Coyote Zona de Explosión,0,False,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,Batman Gotham City Escape,5,True,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,La Venganza del Enigma,5,True,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,Lex Luthor Invertatron,0,False,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,Mr. Freeze Fábrica de Hielo,5,True,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,Shadows of Arkham,5,True,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,Superman La Atracción de Acero,5,True,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,The Joker Coches de Choque,5,True,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Movie World Studios,Cine Tour,5,True,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Movie World Studios,Hotel Embrujado,5,True,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Movie World Studios,Oso Yogui,0,False,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Movie World Studios,Stunt Fall,5,True,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Old West Territory,Cataratas Salvajes,0,False,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Old West Territory,Coaster Express,5,True,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Old West Territory,Los Carros de la Mina,5,True,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Old West Territory,Río Bravo,0,False,2025-10-16 13:10:08+00:00,2025-10-16,13:10,Jueves,2025-10-16 13:10:08,10,False,22.5,50,22.4,3,False
Cartoon Village,A Toda Máquina,5,True,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Academia de Pilotos Baby Looney Tunes,0,False,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Cartoon Carousel,5,True,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Convoy de Camiones,0,False,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Correcaminos Bip Bip,5,True,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Emergencias Pato Lucas,0,False,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Escuela de Conducción Yabba-Dabba-Doo,0,False,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Cartoon Village,He Visto un Lindo Gatito,0,False,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Cartoon Village,La Aventura de Scooby-Doo,5,True,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Cartoon Village,La Captura de Gossamer,5,True,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Looney Tunes Correo Aéreo,5,True,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Marvin el Marciano Cohetes Espaciales,0,False,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Pato Lucas Coches Locos,0,False,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Piolín y Silvestre Paseo en Autobús,0,False,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Rápidos ACME,0,False,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Scooby-Doo's Tea Party Mistery,0,False,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Tom & Jerry Picnic en el Parque,5,True,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Wile E. Coyote Zona de Explosión,0,False,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,Batman Gotham City Escape,5,True,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,La Venganza del Enigma,5,True,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,Lex Luthor Invertatron,0,False,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,Mr. Freeze Fábrica de Hielo,5,True,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,Shadows of Arkham,5,True,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,Superman La Atracción de Acero,5,True,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,The Joker Coches de Choque,5,True,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Movie World Studios,Cine Tour,5,True,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Movie World Studios,Hotel Embrujado,10,True,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Movie World Studios,Oso Yogui,0,False,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Movie World Studios,Stunt Fall,5,True,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Old West Territory,Cataratas Salvajes,0,False,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Old West Territory,Coaster Express,5,True,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Old West Territory,Los Carros de la Mina,5,True,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Old West Territory,Río Bravo,0,False,2025-10-16 13:25:08+00:00,2025-10-16,13:25,Jueves,2025-10-16 13:25:08,10,False,22.5,50,22.4,3,False
Cartoon Village,A Toda Máquina,5,True,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Academia de Pilotos Baby Looney Tunes,0,False,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Cartoon Carousel,5,True,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Convoy de Camiones,0,False,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Correcaminos Bip Bip,5,True,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Emergencias Pato Lucas,0,False,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Escuela de Conducción Yabba-Dabba-Doo,0,False,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Cartoon Village,He Visto un Lindo Gatito,0,False,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Cartoon Village,La Aventura de Scooby-Doo,5,True,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Cartoon Village,La Captura de Gossamer,5,True,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Looney Tunes Correo Aéreo,5,True,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Marvin el Marciano Cohetes Espaciales,0,False,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Pato Lucas Coches Locos,0,False,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Piolín y Silvestre Paseo en Autobús,0,False,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Rápidos ACME,0,False,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Scooby-Doo's Tea Party Mistery,0,False,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Tom & Jerry Picnic en el Parque,5,True,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Cartoon Village,Wile E. Coyote Zona de Explosión,0,False,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,Batman Gotham City Escape,5,True,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,La Venganza del Enigma,5,True,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,Lex Luthor Invertatron,0,False,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,Mr. Freeze Fábrica de Hielo,5,True,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,Shadows of Arkham,5,True,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,Superman La Atracción de Acero,5,True,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
DC Super Heroes World,The Joker Coches de Choque,5,True,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Movie World Studios,Cine Tour,5,True,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Movie World Studios,Hotel Embrujado,10,True,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Movie World Studios,Oso Yogui,0,False,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Movie World Studios,Stunt Fall,5,True,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Old West Territory,Cataratas Salvajes,0,False,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Old West Territory,Coaster Express,5,True,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Old West Territory,Los Carros de la Mina,5,True,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Old West Territory,Río Bravo,0,False,2025-10-16 13:40:08+00:00,2025-10-16,13:40,Jueves,2025-10-16 13:40:08,10,False,22.5,50,22.4,3,False
Cartoon Village,A Toda Máquina,5,True,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Cartoon Village,Academia de Pilotos Baby Looney Tunes,0,False,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Cartoon Village,Cartoon Carousel,5,True,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Cartoon Village,Convoy de Camiones,0,False,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Cartoon Village,Correcaminos Bip Bip,5,True,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Cartoon Village,Emergencias Pato Lucas,0,False,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Cartoon Village,Escuela de Conducción Yabba-Dabba-Doo,0,False,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Cartoon Village,He Visto un Lindo Gatito,0,False,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Cartoon Village,La Aventura de Scooby-Doo,5,True,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Cartoon Village,La Captura de Gossamer,5,True,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Cartoon Village,Looney Tunes Correo Aéreo,5,True,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Cartoon Village,Marvin el Marciano Cohetes Espaciales,0,False,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Cartoon Village,Pato Lucas Coches Locos,0,False,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Cartoon Village,Piolín y Silvestre Paseo en Autobús,0,False,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Cartoon Village,Rápidos ACME,0,False,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Cartoon Village,Scooby-Doo's Tea Party Mistery,0,False,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Cartoon Village,Tom & Jerry Picnic en el Parque,5,True,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Cartoon Village,Wile E. Coyote Zona de Explosión,0,False,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
DC Super Heroes World,Batman Gotham City Escape,5,True,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
DC Super Heroes World,La Venganza del Enigma,5,True,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
DC Super Heroes World,Lex Luthor Invertatron,0,False,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
DC Super Heroes World,Mr. Freeze Fábrica de Hielo,5,True,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
DC Super Heroes World,Shadows of Arkham,5,True,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
DC Super Heroes World,Superman La Atracción de Acero,5,True,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
DC Super Heroes World,The Joker Coches de Choque,5,True,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Movie World Studios,Cine Tour,5,True,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Movie World Studios,Hotel Embrujado,5,True,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Movie World Studios,Oso Yogui,0,False,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Movie World Studios,Stunt Fall,5,True,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Old West Territory,Cataratas Salvajes,0,False,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Old West Territory,Coaster Express,5,True,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Old West Territory,Los Carros de la Mina,5,True,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Old West Territory,Río Bravo,0,False,2025-10-16 13:55:09+00:00,2025-10-16,13:55,Jueves,2025-10-16 13:55:09,10,False,22.5,50,22.4,3,False
Cartoon Village,A Toda Máquina,0,False,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
Cartoon Village,Academia de Pilotos Baby Looney Tunes,0,False,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
Cartoon Village,Cartoon Carousel,5,True,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
Cartoon Village,Convoy de Camiones,0,False,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
Cartoon Village,Correcaminos Bip Bip,5,True,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
Cartoon Village,Emergencias Pato Lucas,0,False,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
Cartoon Village,Escuela de Conducción Yabba-Dabba-Doo,0,False,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
Cartoon Village,He Visto un Lindo Gatito,0,False,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
Cartoon Village,La Aventura de Scooby-Doo,5,True,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
Cartoon Village,La Captura de Gossamer,5,True,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
Cartoon Village,Looney Tunes Correo Aéreo,5,True,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
Cartoon Village,Marvin el Marciano Cohetes Espaciales,0,False,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
Cartoon Village,Pato Lucas Coches Locos,0,False,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
Cartoon Village,Piolín y Silvestre Paseo en Autobús,0,False,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
Cartoon Village,Rápidos ACME,0,False,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
Cartoon Village,Scooby-Doo's Tea Party Mistery,0,False,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
Cartoon Village,Tom & Jerry Picnic en el Parque,0,False,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
Cartoon Village,Wile E. Coyote Zona de Explosión,0,False,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
DC Super Heroes World,Batman Gotham City Escape,5,True,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
DC Super Heroes World,La Venganza del Enigma,5,True,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
DC Super Heroes World,Lex Luthor Invertatron,0,False,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
DC Super Heroes World,Mr. Freeze Fábrica de Hielo,5,True,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
DC Super Heroes World,Shadows of Arkham,5,True,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
DC Super Heroes World,Superman La Atracción de Acero,5,True,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
DC Super Heroes World,The Joker Coches de Choque,5,True,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
Movie World Studios,Cine Tour,10,True,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
Movie World Studios,Hotel Embrujado,5,True,2025-10-16 14:10:09+00:00,2025-10-16,14:10,Jueves,2025-10-16 14:10:09,10,False,23.7,45,23.6,3,False
